symbol	Ratio L/H normalized S1.1	Ratio L/H normalized S1.2	Ratio L/H normalized S1.3	Ratio L/H normalized S1.4	Ratio L/H normalized S1.W	Ratio L/H normalized S1.X	Ratio L/H normalized S1.Y	Ratio L/H normalized S1.Z	Ratio L/H normalized S2.1	Ratio L/H normalized S2.2	Ratio L/H normalized S2.3	Ratio L/H normalized S2.4	Ratio L/H normalized S2.W	Ratio L/H normalized S2.X	Ratio L/H normalized S2.Y	Ratio L/H normalized S2.Z	Ratio L/H normalized S3.1	Ratio L/H normalized S3.2	Ratio L/H normalized S3.3	Ratio L/H normalized S3.4	Ratio L/H normalized S3.W	Ratio L/H normalized S3.X	Ratio L/H normalized S3.Y	Ratio L/H normalized S3.Z	Ratio L/H normalized S4.1	Ratio L/H normalized S4.2	Ratio L/H normalized S4.3	Ratio L/H normalized S4.4	Ratio L/H normalized S4.W	Ratio L/H normalized S4.X	Ratio L/H normalized S4.Y	Ratio L/H normalized S4.Z	Ratio L/H normalized S8.1	Ratio L/H normalized S8.2	Ratio L/H normalized S8.3	Ratio L/H normalized S8.4	Ratio L/H normalized S8.W	Ratio L/H normalized S8.X	Ratio L/H normalized S8.Y	Ratio L/H normalized S8.Z	Ratio L/H normalized S9.1	Ratio L/H normalized S9.2	Ratio L/H normalized S9.3	Ratio L/H normalized S9.4	Ratio L/H normalized S9.W	Ratio L/H normalized S9.X	Ratio L/H normalized S9.Y	Ratio L/H normalized S9.Z
GLCCI1									0.655050439	0.671862403	0.641724957	0.608494584	0.718752246	0.67535625	0.546060176	0.452632055																												1.419285248				1.475644488
GLDC																												0.791076655				1.175737481																
GLG1																	1.321842119	1.327104788	1.231511927	1.272086604	1.149372443	1.405086413	1.003572719	1.149993675																								
GLIPR2																				1.332338521	1.240017856	1.106672126		1.857562135																								
GLO1	0.778391842	0.735618655	0.871763578	0.747384155	0.803019353	0.874661069	0.869640838	0.792079208	1.511487304	4.164931279	7.419498442	6.987631892	2.723608236	3.39443313	16.34440939	15.51277477	0.709119274	0.840760047	0.867227474	0.859401856	0.819940964	0.836400134	0.716486351	0.791452315	0.716743119	0.607570326	0.793210121	0.837942014	0.373901664	0.556947925	0.749625187	0.842601955	0.368053	0.586407084	0.765579544	0.593965312	1.406113783	1.741038007	1.296781389	1.618830233	0.606134077	0.925583117	1.29245722	0.750919877	1.01113257	1.220092483	1.680248677	1.199961601
GLOD4	1.065530101	1.029463238	1.479333708	1.185199232	0.99980004	1.181963241	1.391652866	1.289474024	2.558395374	3.583715596	7.165376899	7.496813854	3.109742824	2.89418847	23.65016673	28.17218842	0.833750208	0.836400134	0.921828909	0.990197049	0.877500878	0.83423709	0.941796949	0.878889084		1.064078827	0.864752681	1.287879764	0.423352102	0.713623064	1.057406605	1.001391935	0.47535295	0.638773555	0.856017805	0.665911966	1.77730383	2.341591345	1.599462581	2.068808573	0.549390177	0.975514584	1.243781095	0.603209072	0.950299344	1.194514788	1.833516685	1.297117804
GLRX																	0.654535934	0.915750916	0.836890116	0.991571641	0.937294967	0.785237534											0.30568887	0.347971327			0.982414776	1.236628949	0.952834683	1.064577256								
GLRX3	1.524831887	1.378074829	1.585112622	1.278069604	1.118893638	1.325029813	1.780848753	1.36317784		2.80088508	4.672242209	4.959333466		1.914058762		12.0195197	0.860511144	1.03017379	0.933706816	1.051314669	1.114119233	0.959416675	0.924727205	0.961076406	0.951565325	0.893415528	1.182550288	1.181614085	0.416649306	0.683667191	0.868734254	0.889758875	0.704572677	1.335024364	1.831837333	1.415207823	3.65724317	5.798109816	4.063223762	4.433213637	0.830220008	1.41320784	2.210042433	1.076437852	1.301981616	1.640904467	2.431670071	1.458470065
GLRX5	1.158372718	1.212826857	1.15928588	1.187958849	1.235971721	1.290922235	1.094175703	1.123911211	2.64788434		3.930508608	3.629764065	2.796264191	3.161355589		3.232166521	1.572079862			1.139575166	1.153668666			0.453391367	0.848176421	0.838012235	0.787587619	0.717154332	0.801667468	0.935016363	0.886446237	0.75889808	0.779362481	0.783883358	0.792267469	0.857780065	0.875580072	0.850195545	0.901631954	0.826924667	0.809782169	0.925240563	0.878271562	0.991080278	0.860585198	1.040701849	1.115075825	1.148765078
GLS								2.19091646									0.988337616	0.855066268	1.112755516	1.142922453	1.095650268	1.112297562	1.384408788	1.462480074	1.117755547	1.083494052	1.108967108	1.30780498	0.538502962	0.810110175	1.276747868	1.121566604	0.683900971		1.47110745	1.241434105	2.733958499	3.103565997	1.860707441						0.936680405			
GLTSCR2	0.562999662		0.76622481		0.588131506	0.516022499	0.566540139	0.582886454	0.572540937	0.886367665	0.862738331	0.806191551	0.613986615	0.527899488	1.094642818	1.005783254	1.069827651	0.849184783	0.771128933	0.776276976	0.758725341	0.807232806	0.481208796	0.555031359		0.84317032	0.738170813	0.434990648	0.71321589	0.706065099	0.584761125	0.744435346	1.286471466	1.408748327	1.639855037	1.769692251	1.397506848	1.497162876	1.415548383	1.36263916	0.769349131	0.755629439	0.782044264	0.88944232	0.695845801	0.692952671	0.758552681	0.791891036
"GLUD1;GLUD2"	0.879816998	0.735131956	1.173350855	0.868206286	1.006289308	0.940114694	1.264270453	1.127853469	0.928936368	2.516356316	5.87337014	4.971661529	0.898069151	1.578606722	12.66528193		0.964413155	0.990491284	1.218308744	1.559794731	1.137307084	1.031927848	1.312180976	1.242374924	0.542681934	0.452345411	0.670735797	0.741179958	0.227464004	0.464532912	0.61599113	0.872752662	0.360906597	0.742445616	1.191795679	0.692952671	3.119151591	4.901960784	3.099333643	3.393626769	0.397740832	0.989315394		0.743218135	1.335844721		1.78348493	
GLUL																						0.722386766	0.908843043	0.856531049																								
GMDS																			0.570548297				0.896700143	0.885661146	0.849545493	0.64897138	0.980296049	0.953379731			0.782778865	0.840972164																
GMFB	1.397018762	0.734322221	0.807297974	0.759532128	0.765052406	1.183487976	0.919878576	0.894054537	1.429592566	1.935209196	2.881014117	3.345824411	2.003285388	1.604853076	5.748447919	4.526320554	0.895014768	0.81353726	0.891662951	0.781738587	0.760225027	1.00420763	0.422386484	0.464835216	0.675128274	0.621040864	0.657591898	0.555617291	0.390396252	0.624141805	0.901794571	0.785792865	0.434027778	0.499251123	0.656857593	0.551146384	0.769053295	0.993344591	0.914160344	0.922764603	0.604302635	0.686200508	0.606060606	0.48828125	0.635485511	0.880979649	0.928505107	0.879352796
"GML;TXNRD1"	1.122788107		1.508068165	1.266367804		0.769941484	1.316447698	1.061593664									0.583396535	0.602881775	0.684884597	0.790638836	0.760167237	0.696136443	0.733030347	0.701508243			1.099807534	0.820209974							1.802743776		4.2830221	5.37143471	3.326126725									
GMNN	1.664391998	1.760005632	1.603437771	1.42411598	1.126468633	0.946431952	0.761440646	1.016415104		0.942595909																2.250528874	2.279046447	1.932964781	1.566048078	1.656616526	1.075280379	1.137928288																
GMPPA																			0.970214417	1.002878261	1.066734938	1.022170887	1.305312622	1.245097429			1.708233686	1.589572405			0.735781032	1.230905577																
GMPPB																						0.715307582	1.12174274																									
GMPS	1.582153311	2.067995699	2.482251899	1.77591504	1.337703164	1.098382083	2.135565711	1.276601177									0.87788605	0.890234132	0.927988122	1.0354325	1.035775692	1.0354325	1.088376143	1.193061156	1.012473676	0.797702616	1.137656428	1.13320868	0.348577803	0.592908811	0.684837693	0.955018623	0.540423692	1.398875304	2.97583621		5.296610169	8.204118467		5.479452055			3.692353137					
GNAI2																	0.977517107		0.868583341	1.370989855		0.989413278	1.15069502	1.197045691																								
GNAS													0.734160487				0.881911985	0.775374118	0.767224183	1.038443166	0.914494742	0.985512959	1.206476365	1.15952784																								
"GNB2;GNB4"							1.260112402	0.933532487							4.058606275		0.722073796	0.623791404	0.776276976	0.998402556	0.933445347	0.957212597	1.158211721	1.142831021	1.097128814		1.477716042					1.311733456		1.108844141				2.518447629	2.492895249	3.014590619								
GNB2L1	0.902364194	0.856971463	1.05518624	0.969743988	0.806646769	0.760398449	1.169125728	1.036205003	1.179606955	2.311550819	4.668752043						0.652400835	0.700574471	0.79586152	0.927988122	0.993838203	0.913408842	0.976944119	0.91759956	0.952834683	0.69798283	0.805736846	0.987459267		0.591156302	0.621118012	1.215569008		0.895736295	1.711156742	0.806451613	3.758974552	5.518763797	3.185017677	4.912315174		0.849473327	1.724108205	0.470854129	0.695265244	0.983380863	1.400422928	0.84666836
GNG10					0.989021857			0.841892575		0.969649956		1.045959459																																				
GNG12																	0.887705282	0.681616795	0.952562393	0.972195217	1.064169416	1.017407848	1.17008331	1.339297672			1.514210869		0.763883584			1.526950679																
GNL1																				1.270535022	1.144963876					0.866100814		1.254138658		0.789141414	0.910746812	1.231269316		1.579703963														
GNPDA1							1.99672537	0.537403267									0.732547066		1.323276432	1.155788768	0.903668896						0.731154493	1.087003783			0.862515094	0.919624793	0.329196432	0.80755875	1.524529683	0.853825137	3.536693192	6.915629322	3.489792357	5.329922183								
GNPNAT1																		1.060119369	1.026156735	1.362713435	1.149002666	1.029198357	1.106929378	1.0789698									0.661025912															
GNS	0.632431065	0.625938908	0.853825137	0.835770999	0.631392853	0.654407434	0.91374269	0.958221541	1.464450465	1.778157118	3.229661209	2.994998353	1.626333594	1.670871694	7.939028263	7.964954202	1.034554107	1.134275538	1.219214826	1.022285831	0.965996909	0.968335431	0.562936276	0.62270378	1.094618854	1.111419839	1.076426265	1.03500383	0.813868316	1.121830828	1.455011058	1.167310633	0.56423856	0.665114732	0.763591936	0.6710959	0.957212597	1.04698886	1.157045831	1.216012452	0.653295878	0.73724565	0.689274883	0.609124688	0.92704181	0.814398567	1.022045522	0.911327805
GOLGA1																																								1.674536991	1.028108486	1.123141201	1.067247249	1.060625345	0.683060109	0.625390869	0.617703379	
GOLGA2	0.950028501	1.054018445	0.994035785	1.123141201	1.115685421	1.199659297	1.075731497	1.115175306	2.467551695	2.681324574	2.925516354	2.50325423	3.026451183	2.838328792	2.779785401	2.394922764	1.290206046	1.301541025	0.942063118	0.807819695	1.02461116	1.23005769	0.515703161	0.505970451	0.638365784	0.658284511	0.518591505	0.492247108	0.62916824	0.753636295	0.721917413	0.522739153	0.668091929	0.835212562	0.761556622	0.80554213	0.801924619	0.860733345	0.78057919	0.712504453	0.884564352	0.682640453	0.725636746	0.746547219	0.811424862	0.940026321	0.876654686	0.825491167
GOLGA3	1.283944277	1.598363276	1.208298595	1.151529807	1.458980756	1.39335925	1.136441121	1.078295	1.036323126	0.930059524	1.251439155	1.477344916	0.798530704	0.859106529	1.614908838	1.603360644	1.456536938	1.85332765	1.142857143	0.993936984	1.251674114	1.5085004	1.04772382	0.857632933	0.813074234	0.858000858	0.75597218	0.659761166	0.67358211	1.377429441	0.756830394	0.612594952	0.729873732	0.748278958	0.712910815	0.672268908	0.771247879	0.737463127	0.768875903	0.738279808	0.79057633	0.85106383	0.893734918	0.71063104	0.669971861	0.819739323	0.898795614	0.674172453
GOLGA4										2.102518818	1.872659176			1.324170076		1.906759462		2.330133284		0.960614793	1.089942015	1.378435751		0.962371283	1.209526229	1.071914761	0.804569957	0.869111768	0.80749354	0.751992781	1.002717364	0.667066907		1.598082301			2.48651068	1.847199645	1.928640309	2.016820281	1.993262772	1.020616452	1.325486454	0.83388926	0.953834414	0.527120342	0.74940048	
GOLGA5	0.879275477	0.931792769	0.833402784	0.857118368	0.902282775	0.97933601	0.755058895	0.933358223	0.643500644	0.66822586	0.963483958	0.915164272	0.636415707	0.566636446	0.867829558	2.004008016		1.918023668	0.883470271						0.846811754	0.78566939	0.76091919	0.730033582	1.023447175	1.040626041	1.401954324	1.106672126	1.000520271	0.823519723	0.71347032	0.935016363	0.898876404		0.847816872	0.937734434	1.042437636	1.018931752	0.930752048	1.002054211	0.839771582	0.920386562	0.80684202	0.899604174
GOLGB1	0.795355126	0.915834783	0.75030012	0.764759865	1.096767825	1.079424019	0.819470622	0.863930886	1.740280533	1.374268202	2.225238657	2.766940594	2.607697924	1.285446178	2.727991925	2.69179004	0.818397578	1.038540228	0.730193501	0.601757131	1.051347828	1.094750671	0.580517822	0.654364612	0.907523369	0.899280576	0.822165584	0.791139241	0.926784059	1.031778787	1.285099274	0.850557115	0.86948961	0.947328534	0.964413155	1.116121255	1.026915454	1.068844259	1.071788386	0.907605736	1.009652276	0.775434243	0.941530929	0.831600832	0.861549065	0.83500334	0.899766061	0.798339454
GOLIM4	0.709068992	1.047295882	1.052365718	0.994035785	1.104313448	1.037624256	0.790638836	0.846310088	2.048844452	1.783453122	1.515978412	1.453382748	1.333422228	1.418640942	1.188382374	1.100679119	0.871080139	1.005580974	0.733568075	0.518268982	0.863856254	0.927643785	0.63556629	0.818598559	1.503194288	1.545642833	1.273236567	1.253321301	2.306485838	2.218278616	2.176136487	1.326629433	2.466942964		1.430697036	1.981532121	1.435008467	2.466456196	1.825150575	1.595048968	1.05614465	1.234522178	1.220703125	1.012863365	0.99631364	1.114293037	1.20531302	1.552264754
GOLM1	2.281750559		2.354270647	1.785204227			1.049802637	1.620272854	1.660908849	1.666722224	2.114611969	1.514302588	1.166956461	1.316794396	2.636296531	2.415517283				1.031108545	0.819134993			1.455519329	1.626174911		1.631907047	1.432952168	2.189717089	2.302767927			2.735379397	2.264031334	1.570277782		2.707312451	3.719269535	3.675524681	3.503731474	2.030044661			3.220197076	3.250975293	2.472554643	3.836415254	
GOLT1B																				1.035786421	0.957304231		1.595405233									2.016129032																
GORAB									0.336915872	0.346836848		0.491642085	0.439773077	0.430033543	0.745212013	0.19429926																		1.313818746		1.337524243						0.775674837		0.808211428	0.626291727	1.352704055		0.970496894
GORASP2	1.051336775	1.264846131	1.137656428	1.188325886	1.247473865	1.359619307	1.444314456	1.193588045	1.15406809	1.176816711	1.586244091	1.519664458	1.266079206	1.174922455	1.998241547	2.152620816	1.301981616	1.335577103	1.066780457	1.011838511	1.058167466	1.205051576	0.819134993	0.8645284	1.21676705	1.14017285	1.141135658	0.970496894	0.703779295	0.870852565	1.264766145	1.167147142	0.935628743	1.116794353	1.287017851	1.058862147	1.90077932	2.279514008	1.862509545	2.37332384	1.088707921	1.182690147	1.125061878	1.239341662	1.141005454	1.028319931	1.020262411	1.352630867
GOSR1																																									0.343041405	0.360061931						
GOT1	1.114032351	1.020418576	1.079295867	1.001161347	0.936329588	1.157863048	1.998401279	1.474578271		2.286602794	4.206275763	3.485413544	2.209163611	2.26228989	16.08260023	21.05218837	0.676406926	0.765228038	0.823248539	0.945894816	1.141422212	0.902690016	0.943752359	0.870322019	0.70308655	0.614854894	0.808930594	0.944197904	0.311808176	0.562967967	0.671231038	0.955109838	0.414782861	0.704324553	1.202978575	0.93905531	2.901073397	5.116136294	2.582778036	3.026084851	0.82345191	1.583782072	3.898635478	1.107566897	1.493139026	1.942577412	2.848921683	1.563257203
GOT2	0.798913478	0.708215297	1.081244729	0.711439954	0.743604997	0.856677803	1.090702849	0.941708259					0.947238799	1.695547492			0.574349549	0.690846287	0.821422704	0.864154857	0.792016474	0.68540096	0.88715401	0.813272609	0.974753875	0.466026657	0.861623298	0.755515261		0.64457909	1.025525325	1.039868561	0.256798747	0.690750846	1.354187826	0.589622642	2.558199028	3.710299792	2.806466098	3.352779454		0.953288847						
GPALPP1	1.097345521	1.299308768	1.239188084	1.492091913	1.417675579	1.81475029	1.536806516	2.026178223	0.936329588	0.925240563	1.032855121	1.076669645	1.397624039	1.507477086	0.798084597	0.765228038			1.775883502		1.265326264	1.104838086			1.675603217	1.574282521	1.052443247	0.975134081	1.324924479	1.557923599	0.924641701	1.012432673	1.234308849	0.93049223	0.953197979	1.076264072	0.905469033	0.762543846	0.785299199	0.876193814	1.477279442	1.250422017	1.278281989	1.204558048	1.513614967	1.373588638	1.435399831	1.582979801
GPATCH11	0.843312532	0.655479811	0.915918666		0.65282674		0.62250996	1.157782615		0.463241766	0.523094628	0.499725151	0.298623346	0.331718968	0.466984216	0.360036004								1.293142466		1.064237368						0.877654906	1.459875327	1.100521647	0.9797198		0.905469033	0.925583117	1.228923954	0.966090233	1.039133778		1.371685665		1.014497164			1.110987668
GPATCH4	0.725584095			0.783024039	0.721761097		0.590562806	0.639222705		0.75001875	0.633593107	0.606391365															0.747160789					0.619770685	1.12550507	1.210609784	1.100751813			1.364498479	0.991866693	1.0174182								
GPATCH8	1.314198602	1.269019429	1.15114539	0.936154278	1.31399138	1.342029686	1.264174557	1.290555713	0.885112409	1.206738427	0.481162489	1.053974009	1.194814505	1.240063987	0.532907008	0.968992248										0.492926505			0.556235399	0.680179567	0.739918609	0.442732545	0.947059381	0.778452437	0.764467548	1.076333577	0.883080184	0.839701066	0.871991629	0.805152979	0.935278713	0.805282654	0.921913893	0.876270592	0.84317032	0.876270592	0.789016885	0.892697733
GPBP1							0.671907546		0.890234132			0.578603252																																				
GPBP1L1												0.912741877	1.329592746																					1.155227984		1.21009705												1.532238294
GPC1																	1.984205722	2.16802168	2.129426545	1.57190688	1.618175345	1.476363422	1.051458373	1.002697256																	1.898181542	2.141006701	1.81070853	1.764820077	1.762797913	2.576522725	1.876665541	1.809725465
GPC4	0.984251969	1.010682918	1.03566842	1.135331517	1.518372305	1.98704447	1.770068148	1.626148467																																								
GPD2																			0.594141762		0.803277372	0.960984048			1.174025852	0.885975016	1.316187794	1.34287671			0.93049223	1.022871405			1.202371076													
GPHN	1.456855232						1.598823266	1.284059683																			1.020293641						0.630676085	0.978473581	1.272491283							0.827472073			0.723903287			
GPI	1.347291271	0.93057882	1.476254447	1.049009735	1.162736617	1.110013431	1.687763713	1.469918126		0.723693733	1.75432441	1.12287636	2.066927099				0.629089079	0.779301746	0.935103797	1.03435079	0.897746656	0.765110941	0.844594595	0.844309355	0.72605823	0.573361619	0.759762954	0.810504134	0.296735905	0.525596552	0.636334712	0.888888889	0.411505699	1.137630543	2.552648373	1.262132246	4.760997905	6.275494195	4.243221454	5.848637268	0.810372771	2.207164456	4.954173892	1.202674749	2.096611875	2.653927813	4.9980008	3.012229652
