Symbol	COLO320DM	UO-31	OVCAR-4	ABC-1	RKO
SCEL	-2.798350187	0	0.199681672	0.15032512	0
SCFD1	0	1.267606437	0.147076566	0	0
SCOC	1.119124612	1.131341085	-0.432619271	-0.254761375	0
SCP2	-0.268665312	0.014630253	0.049194942	0	-0.058515296
SCRIB	-0.440441566	-0.167215444	0.014690181	0.32598185	0.586308336
SCRN1	0	0.172263051	0.208945316	0	0
SDAD1	0	0	0.882227829	0	0
SDC1	-0.417657555	-0.3160971	-0.393163453	0.465053477	-0.122348767
SDC4	0.326707394	-0.653021538	-0.535136348	0.514462641	-0.864671979
SDCBP	0	0	0	0	1.870630801
SDE2	0.632167755	-0.467156363	-1.369030225	0	-1.64763048
SDF2L1	1.982800814	0	0	0	0
SDF4	-0.506516157	-0.768931673	-0.748343858	-0.218596976	-0.14480935
SDHA	-1.313186898	0.147176586	-0.119633902	0	0
SDHAF2	0	0	0	0.633567907	0
SDHB	0	0.126789777	0	0	0
SDSL	0	0.732319594	2.129486702	0	0
SEC13	0	0.556962587	-1.080328666	0	0
SEC16A	-0.200423288	-0.536898453	-0.358562402	0.188449912	0.205654351
SEC22B	0	0.549087287	0.873877986	0	0
SEC23A	0.005566609	0.193681043	0.523203567	0	0
SEC23B	0	0.177660522	0.248678686	0	1.673132233
SEC23IP	0	1.628145958	-1.123738272	0	0
SEC24B	0	0.997443705	0	0	1.831472756
SEC24C	-0.116636454	0.034226779	0.199842025	1.765481242	0.412241669
SEC31A	-0.047728036	0.346094579	0.358710023	1.729051875	0
SEC61A1	0	0.533156044	0	0	0
SEC61B	-0.126600396	0.059218566	0.122024926	0.479022315	-0.10107028
SELENBP1	0.188377974	0	0	0	0
SEPHS1	0	-0.253473423	0	0	0
sep.11	0.434220222	0.193887564	0.25839684	2.567975169	0.12222085
SERBP1	0.043377965	-0.719916932	-0.420474355	-0.112677335	-0.092602251
SERF2	-0.139005997	0	2.950591213	0.570980587	-0.158754252
SERPINB1	0	0.633067655	0.831239373	0	0
SERPINB6	0	0.35766089	0.307374465	0	1.829340304
SERPINB9	0	0.839468578	1.796118448	0	0
SERPINE1	0	-0.449694136	0	0	-2.515351139
SERPINH1	-0.561604973	0.277596159	0.048566813	0.71279025	0.496367522
SET	0	0	0	0	-2.142062103
SETD3	0	0	0	0	0
SETD7	0.245750754	-1.377024929	-0.429137742	4.628460326	0.246706188
SEZ6L2	0	-0.037422787	-2.62630564	0	0
SF3A1	0.324006838	-0.097522449	-0.238201756	0.175821004	0.59178234
SF3A2	0.112558881	-0.00969084	0.652874098	0	0.906249408
SF3A3	0.689200713	-0.029197778	0.375333823	0	0.316737378
SF3B1	0.075416722	-0.243261268	-0.179663956	0.227016239	-0.150508535
SF3B2	-0.112875395	-0.606776035	-0.346490987	-0.124474213	0.119550973
SF3B3	0.134686169	-0.109640645	0.314784515	0	0.828573044
SF3B4	-0.007396456	0.02960457	-0.266591165	0	0.535310678
SF3B5	0	0	0	0	0.314656626
SF3B6	0	0	0	0	0
SFN	0	-0.358001184	0.183821041	0.469926157	0.469376558
SFPQ	-0.076206344	-0.128660161	-0.185946271	0.340473834	-0.15380172
SGPL1	0	0	0	0	0
SGTA	0.335956913	-0.413953142	-0.177681375	0.490460189	0.353094133
SGTB	0.146347118	-0.298216529	0	0	0.094311021
SH3BGRL	-0.176814839	-0.398990394	-0.228263611	0	-0.131457107
SH3BGRL3	-0.002084409	-0.549826816	-0.208751211	0.229494558	0.015516062
SH3BP5L	0	0	1.538747187	0.871264279	-0.071437759
SH3GL1	0.0111363	-0.452740458	-0.153590714	0.479880009	0.01151521
SH3GLB1	0	0.725463998	1.488319043	0	-0.191350529
SH3GLB2	0	-0.11956317	1.055495758	1.42841677	0.695415542
SH3KBP1	-0.332575808	-0.535447098	-0.164388425	0.617587347	-0.25786692
SH3PXD2B	0	0	0	0	0
SHANK1	0	0	0	0	0.10703159
SHC1	0	-0.167209525	0.233871149	0.24209811	-0.239906301
SHMT1	0	0	0	0	0
SHMT2	0.338513808	0.314525322	0.253046485	3.579121923	1.180335718
SHROOM3	0	0	-0.279563188	5.311536476	0
SIKE1	-0.694200135	0	0	0	0.275567979
SIN3A	0	0	0	1.631392058	0.153598667
SIPA1	0	0	0	0	0.007090181
SIPA1L1	0	0	0	-0.389928772	-0.069144846
SIPA1L3	0	0	0	0	0
SIRPA	0	0	0	0	0
SKA3	0.070706008	0	0	0	0.295035205
SKIV2L2	-0.085122928	-1.039353699	0	0	0
SKP1	-0.168584411	-0.377621633	-0.221782425	0.279685582	0.164396637
SLAIN2	-0.350936049	-0.505448721	-0.279746387	0.089033028	-0.199960465
SLBP	0	0	0	0.212664239	0
SLC12A2	0	0	-0.389360877	0.609084099	0.269413666
SLC16A3	0	1.390344496	0	0	0
SLC17A5	0	0	0	-0.506601648	0
SLC1A5	-0.118828617	-0.541398458	-0.357861933	0.196407817	-0.174000009
SLC25A13	0	0	0	0	0
SLC25A24	0	0.25351326	0.629377873	0	-0.486906778
SLC25A3	0	0.600996645	0	0	0
SLC25A5	-0.898857318	0.380112742	-0.538048281	0.40325514	0.911127099
SLC25A6	0.11161901	0	0	0	0
SLC2A1	0	-1.599777846	-0.721339665	0	0
SLC34A2	0	0	0.114984392	0	0
SLC38A10	0	0	-2.375096467	0.386594499	0
SLC39A10	-0.319450111	-0.511816315	0.38744447	-0.109570738	-0.106053724
SLC39A14	0	0	0	0	0
SLC39A6	0	-0.986040561	0	-0.175574022	-0.432927879
SLC3A2	0.22346441	-0.48850602	-0.062753658	0.152248189	0.06233988
SLC44A2	0	0	0	0	0
SLC4A1AP	-0.373828076	0	-0.250144747	0.62873773	-1.342085897
SLC4A2	0	0	0	0	0.121280683
SLC4A7	0	-1.01921142	0	0	0.424769746
SLC7A5	0	0.880788654	0	0.998745765	0
SLC7A6OS	-0.009710502	-1.413835565	0	0	1.909601468
SLC9A1	0	0	0	0	1.696727035
SLC9A3R1	-0.219168655	-0.3513054	-0.179524331	0.449267176	-0.140422018
SLC9A3R2	0.593600602	0	-0.858426424	0.328922208	0.027287339
SLC9A6	0	0	0	-0.768831114	0
SLIRP	-0.081664758	0.420252356	-0.263870085	0.320335545	-0.140912233
SLK	-0.06990266	0.438767637	1.123039584	0.756850557	-0.276039594
SLTM	-0.170438995	0	-0.152795404	-0.375030907	0.357243424
SLU7	0	0	0	0	0.472137623
SMARCA2	0	0	0	-0.311938842	-0.091086559
SMARCA5	0	-0.561393812	0	1.409765036	0.731030018
SMARCC1	0	0	0	0	0
SMARCE1	0	0.931532599	0	0	0
SMC1A	0.217153918	0	0	0	-0.524503479
SMC2	0.118552173	0	1.008328178	-1.289912189	1.280210708
SMC3	-1.498872955	0.073768255	0	0	0
SMC4	1.217295211	0.361493254	0	0	-1.109173656
SMG9	0	0	0	0	1.335293203
SMNDC1	0.009101313	-0.649432818	-0.44750204	0.002586388	-0.071537526
SMS	0.115585751	0.268032576	0.350497846	0	0
SMTN	0	0.251158684	0	0	-0.037285973
SMU1	0	1.810432499	1.628548059	0	0
SNAP23	-0.039277483	-0.381507567	-0.434480896	0.215597705	-0.152893604
SNAP25	0.455434735	0	0	0	0
SNAP29	-0.210882212	-0.334229663	-0.295652323	-0.078635966	0.148997999
SNAPIN	0.526069519	1.306081427	1.441711845	-0.571237961	0.61977707
SNCA	0	0	0	0	0
SNCG	0	0	0	2.197132001	0
SND1	0.419214244	0.292203364	0.195694725	3.410059581	0.904948381
SNRNP200	-0.002274774	-0.291396456	0.341279468	1.054441145	0.325742978
SNRNP27	-0.293998793	0	-2.292507911	-0.394672421	0.347113818
SNRNP70	0.112466703	-0.187108004	0.047941895	0.31199115	0.097341928
SNRPA	-0.118880838	-0.108572534	0.504251321	0.782317781	0.42160581
SNRPA1	0.071700429	-0.057716177	-0.068299099	-0.391107494	-0.105013644
SNRPB2	0	0	0	0	0
SNRPC	-0.561395937	0	-0.344129405	0.229050509	-0.305244572
SNRPD2	0.139970107	0.03457166	0.071025076	0.47817565	0.236141235
SNRPD3	0.635404824	1.668227066	0.281976532	2.239619017	0.573079342
SNRPE	-1.228699177	0.080409296	0.163589365	0	-1.518506051
SNRPF	-0.021678427	0.543176881	1.904116313	0	1.542468709
SNW1	-0.181280881	-0.44291321	-0.31455391	0.199986344	0.09172893
SNX1	-0.892372711	-0.308933037	0	0	0.362311201
SNX12	0.566537603	1.691642391	-0.624028685	2.523978277	0.492601942
SNX18	0	0	0	1.000775425	0
SNX2	-0.491461343	0.315723212	0.181414731	0	0
SNX27	0	1.129332961	0	0	0
SNX3	-0.081731806	-0.068594078	0.065328338	0.316546205	0.125548016
SNX5	1.462785435	0	-0.453798914	0	0.766480365
SNX6	0	0.142909318	0	0	1.29636325
SOAT1	0	0	0	0	0
SOD1	0.043301029	-0.324001661	-0.257466184	-0.056206419	-0.139047868
SOD2	0.263086284	0.482612849	-0.07917478	0.590918969	0.122570247
SON	-0.22506225	-0.647857505	-0.05639087	0.332121409	0.294982975
SORBS1	0	0	0	0	0
SORBS3	0	1.650290348	0	0	0
SORD	-1.053265649	-0.30319485	2.185965012	0	0.619873933
SOX17	0	0	-0.809840918	0	0
SOX2	0	0	0	0.635579591	0
SOX5	-0.012036397	0	0	0	0
SOX9	0	0	0	0	0
SP1	0.700414515	0	0.414451666	0	-0.00298698
SP100	0	-0.41391929	-0.08282018	0.886718927	0.11860303
SPA17	0	0	0	0	-2.555089201
SPAG7	-0.307311101	-0.716155697	-0.457000244	-0.073700996	-0.221652975
SPAG9	0.158961138	-0.399181638	-0.084973722	0.234550471	-0.415046983
SPARC	0	-0.505146915	0	0	0
SPATS2	0	0.536577124	0.926603441	0	0
SPATS2L	0	-0.455932735	-0.457449804	0.554716136	0
SPC24	0.084855509	-2.164970219	-0.212207015	0	1.002298871
SPECC1	-1.07862296	0.119683134	0.065131254	0.128940111	0
SPEN	0	0	0	0	1.407615057
SPINT1	0	0	0	1.225373399	0.790760971
SPR	1.735789004	0.289384205	0.324981004	0	1.083162995
SPRR3	0	0	0	0.302647739	0
SPRY1	0	0	0	-0.196343517	0
SPRY4	0	0	0	0	0.293740371
SPTAN1	0.14570803	-0.154086854	-0.01686794	1.417813276	0.648871547
SPTBN1	0.118318877	-0.071058204	0.153713568	-0.232667105	0.769596968
SPTY2D1	-0.401339642	0	-0.338350205	0.236693025	0
SQSTM1	0	0.538685052	0.52978179	0.813815156	-2.204236836
SRA1	0	0.291008078	-0.617851572	0.13344472	-0.124683253
SRC	0	0.881973674	0	0	1.255232369
SREK1	0	0	0	0	0
SRFBP1	0	0	0	0.601516184	-0.139298932
SRGAP2	0	1.169878997	0	0	0
SRI	0.156256569	0.181979987	0.094502848	-3.048141478	0.34005072
SRM	0.208701017	-0.041719926	-1.088758602	0	-0.42618686
SRP14	0.148095583	0.087534004	0.892887519	0.639888543	0.151955096
SRP54	0	0.75227243	-1.889472777	0	-0.195624227
SRP68	0	1.846129715	1.016626708	0	0
SRP72	1.479894291	-0.057434647	1.820160517	0.647574173	1.605869475
SRP9	1.130697549	2.027134049	0.577994656	1.178941549	-0.486052354
SRPRB	-0.934413789	2.106448992	2.41630207	2.227397303	1.512505996
SRRM1	-0.138726296	0.021200831	-0.128253175	0.778775879	-0.561373919
SRRM2	-0.236185083	-0.715136032	-0.34016498	0.022563201	-0.301294683
SRRT	0.334612562	-0.246137267	-0.175044152	-1.597491555	0.457658576
SRSF1	-0.031217524	-0.397475935	-0.471448976	0.067657319	-0.07237044
SRSF10	-0.201983151	1.377031009	-0.371403542	-0.101603295	-0.215170203
SRSF11	0.147795689	-0.384917456	-0.358972781	0.215504273	0.212631742
SRSF2	-0.013610805	-0.476962581	-0.52734657	-0.295189091	-0.149878165
SRSF3	0.168908074	-0.3187939	-0.30404258	0.288450844	-0.064117914
SRSF4	0.047371909	-1.281060648	-0.083031398	0.530814283	0.189097377
SRSF5	0.237898028	-1.150583724	-0.384785573	-0.035385168	-0.117973696
SRSF6	0.162036312	-0.331669634	-0.08995213	0.130678137	0.146455624
SRSF7	0.26137438	-0.355504149	-0.224700017	0.276302781	-0.020471319
SRSF9	-0.173920419	-0.626225316	-0.064870034	0.206666074	0.083622236
SRXN1	-1.37170931	0	0	0.089469611	0.37158538
SSB	0.119617809	0.294941417	0.185331504	0.997421884	0.347255076
SSBP1	0.232221693	-0.011107766	0.133997435	0.816820326	0.360429553
SSH1	0	0	0	0	-1.253348929
SSH3	0	0	0.793588132	0	0
SSNA1	0.050024772	0	0	-1.499156122	-0.059128033
SSR1	0.264472146	0.158792125	-0.260060801	0.629216885	0.162652756
SSR4	-0.531855486	1.158091206	-1.975407207	0	-0.732364078
SSRP1	0.160519752	0.143759052	1.163473749	-0.082247699	0.356778815
SSSCA1	-0.766917754	-0.31979241	-0.277260699	2.643604696	0.485699692
SSU72	0	0	0	0	1.387429842
STAM	0.326760058	-0.261583091	-0.13941736	0.376862188	0.084460646
STAM2	0	0.42667249	-1.344745478	0	-0.497805437
STAT1	1.300349709	0.065260934	0.605291516	0	0.595845646
STAT2	0	0	0	0	0
STAT3	0	0	0	0	0
STAT6	0	0.489876003	0	0	0
STAU1	-0.139907778	-0.248763228	0.08726303	-0.036863111	0.41559904
STAU2	0	0	1.462042619	0	0
STIM1	0.434379239	-0.559657299	-0.037682071	0.522743746	0.293724471
STIP1	-0.162039904	-0.31044248	-0.011067283	0.325089788	-0.147982648
STK3	0	1.589583455	0.348482397	0.153872747	0
STK4	0	0.830113021	0	0	0.007043082
STMN1	-0.083192268	-0.465853975	-0.295262956	-0.237508252	-0.179493402
STOM	0	0.038321056	0	0.61543517	0
STOML2	0.427014325	0.273884114	0.126324488	1.602012171	-0.019845767
STRAP	-0.028865734	-0.133521381	0.065183621	0	0.686175359
STRN	0	0	0	-0.621329586	0
STRN4	0	-0.165777927	0.031023668	0	0
STT3A	0	-0.965927859	0	0	0
STUB1	1.56435342	-0.226577355	-1.242585288	0.597363729	0.330828128
STX12	-0.417938649	-0.327384235	-0.150693792	0.575582245	0.178872726
STX1A	0	0	0	0	0.023064847
STX3	0	-0.956855453	-1.169287137	-1.107871272	1.318189558
STX6	-1.567153793	-1.10329603	0.155631464	-0.223541123	2.342713944
STX7	0.023635387	-0.138122478	-0.377539859	0.321735857	0.209602443
STX8	0	-1.456330252	1.382912656	-1.280542228	0
STXBP1	0.332333881	0	0	0	0
SUB1	0.204240923	-0.201450862	-0.108042631	0.738088378	-0.037495397
SUCLA2	0.76488747	-0.710265718	0.487064858	0	0
SUCLG1	0	1.246415324	0	0	0
SUCLG2	2.52085889	0.633982727	0.025554122	0	-0.702520028
SUGP1	-1.366808101	-1.703394312	0	0	0
SUGP2	-0.265258107	0	0	0	0.277541137
SUGT1	-0.379736711	0.126702169	1.013492847	0	-0.115250227
SUMF1	0	0	0	0	0
SUMF2	0.717312064	0.466123338	-1.664112506	-2.321508778	-0.41035048
SUMO1	-0.233237982	-0.343341744	-0.049292623	-0.081572695	0.023354563
SUMO2	0.022503224	-0.53682011	-0.364505455	-0.133858084	-0.150271919
SUPT16H	-0.882058384	0.011027644	0.551647039	-1.33358144	0
SUPT5H	0.221975061	1.34031816	-0.026213971	2.609418605	-0.261196262
SUPT6H	0	-1.294854095	0	0	0
SURF6	0.090113246	-0.365812577	-0.098428997	-0.036160098	0.161260753
SVIL	0	-0.213666256	-0.231038598	0.419020074	0
SWAP70	0	-0.049572494	0	0.512313472	1.268706082
SYAP1	-0.170304476	-0.828781692	-0.052229919	0.012273401	0.219383884
SYF2	0	0	0	0.801456767	-0.864736941
SYNCRIP	0.071214327	0.225806157	0.345619455	0.918812067	0.373048624
SYNE2	0	0	0	0	0
SYNJ2	0	0	0	1.462960709	0
SYNPO	0	-0.414457507	-0.565277127	0	0
SYNRG	-0.935225899	0	0.579194804	0.466501311	0.431587729
SYTL1	0	0	1.394335285	0	0
SYTL2	0	0	0	0	0
SZRD1	-0.111869976	-0.72193606	-0.59422454	-0.193534996	-0.289219138
TACC1	0	-0.771044173	-0.370018357	0.06410781	-0.015349922
TACC2	0	-0.777593672	-0.866234174	-0.060425739	0.080103974
TACC3	-0.137000015	-2.350083188	-0.419270822	-1.183999959	-0.182205127
TACSTD2	0	0	0.621499387	0.323181915	0
TAF10	-0.549133224	2.19829846	-0.069809319	-0.092718215	-0.105970514
TAF15	-1.264849856	0.234899551	1.032048963	-0.181725874	0.138231568
TAF7	-1.300100976	0	0	0.09263836	0.012425274
TAGLN	0	-0.115512498	0.406125889	0	0
TAGLN2	-0.004473932	0.077706185	0.015340861	0.853429312	0.147446481
TALDO1	0.157715848	0.261306502	0.359251352	1.141683481	1.005315708
TANC1	0	0	0	0	0
TARDBP	0.560938513	-0.320897673	0.404695562	-1.727140613	0.864530007
TARS	0.290734934	0.098940732	0.264508004	0.31677493	0.703157928
TARS2	0.089322314	0	0	0	0
TAX1BP3	0	-0.325866136	0.56508113	-0.0781577	0.763212253
TBC1D10A	0	0	0	0	-0.989364502
TBC1D10B	-0.43637764	-0.915312588	0	-0.358452364	1.993973311
TBC1D15	0	0	0	0	0
TBC1D4	1.961236016	0	0	0	0
TBC1D5	-0.115073313	-0.098638495	-0.899609196	2.478859907	0
TBCA	-0.177336399	-0.282694582	-0.359112505	-0.083540516	-0.117606632
TBCB	-0.353156048	0.024345066	0.442436764	0	-0.439805772
TBCE	-0.068393605	0.159965189	0.290759325	0	-1.304420858
TBL1XR1	-0.832581349	1.206543812	0	0	0
TCEA1	0.025751757	-0.396090208	-0.161528094	0.405455071	-0.128204876
TCEAL1	2.580390039	0	2.268097026	0	0
TCEAL4	-0.014747765	-0.659747234	-0.382336477	-0.146989925	-0.219604175
TCERG1	0.211739289	0.092871414	0.156440308	0.616707998	0.441660099
TCF20	-0.217394496	0	0	0	0.06802365
TCF3	-0.856206912	0	0	0	0
TCP1	-0.166353961	0.114669299	0.106196442	0.869416675	0.691502271
TDRP	0	0	0	-0.898317803	0
TERF2IP	0.026671719	-0.596003079	-0.661403124	-0.187710733	-0.08888267
TES	0	0.275943822	0.4148889	0	0
TEX264	-0.992062048	0	0	0	0
TFAM	0.442041738	-0.520095545	-0.57248768	0.274496503	-0.128927799
TFAP4	-0.501741601	0	0	0	0
TFE3	0	0	0	0.136657618	0.169298914
TFEB	0	0	0	0	0
TFG	-0.775242844	0.143545587	-0.129556483	1.096904517	0.091328503
TFIP11	-1.198792072	0	-0.936224152	-0.624978415	-1.199412265
TFPT	0	0	1.483250313	0	0
TFRC	0.618204694	-0.057941699	0.013398718	-0.28920178	-0.040840023
TGFB1I1	0	-0.028062323	0.322422481	0	-0.604774909
TGFBI	0	0.203914368	0	0	0
TGM2	0	0.238648755	0.143278853	0	0
TGOLN2	0	1.652097148	-0.477923424	-0.193466313	-1.373738615
THBS1	0	-0.350222675	-0.312134917	2.098325108	0
THOC2	-0.585816758	1.290019349	0	0.116686065	-2.600908071
THOP1	0	0.018733694	0.359610364	0	1.046103957
THRAP3	0.303165101	-0.474074758	-0.155885083	0.516294837	-0.023015121
THTPA	0.102678822	0	0	0	0.861898208
THUMPD1	2.291009524	-1.881747474	0	0	0
THYN1	1.431324889	1.394678535	-0.982197849	0	0
TIA1	0	1.2101919	0	0	0
TIAL1	1.376107868	0.806701537	0	0	0
TIGAR	0	0.690188398	0	0	0
TIMM10	-0.180656263	1.250837451	-0.217448441	0.067062125	-0.183611488
TIMM13	-0.063384612	-0.527078919	-0.361251648	-0.073771817	-0.118300399
TIMM44	0.046639897	0.423410188	-0.499009079	0.211926846	-0.301019734
TIMM50	0	1.08918859	1.0153735	0	-1.128790707
TIMM8A	-0.163737315	-0.337191436	-0.431500109	1.734186765	-0.334140292
TIMM8B	0.01842593	-1.647873353	-0.433577533	0.042457851	0.172403065
TIMM9	0.295173454	1.358099371	1.274166921	2.015796882	-0.3143399
TIPIN	-0.266199227	0	0.11373455	0.718755494	-0.154675889
TIPRL	0	-0.614218327	-1.275172688	0	0
TJAP1	-0.200578795	0	-0.374942832	0.033904674	-0.121754714
TJP1	-0.422780019	-0.297225739	-0.156345665	0.203188697	-0.075602689
TJP2	0	-0.282007699	0.038960203	0.407937848	0
TK1	0	0	-1.847360278	0	0
TKT	0.328072377	0.69803955	0.539398102	1.890823287	0.968204627
TLDC1	0	0	0	0	0
TLN1	0.330245719	0.128715942	0.301430236	1.554770593	0.867181723
TMA16	0	0	0	0	0
TMA7	-0.46697446	-0.34912346	-0.455419471	0.017283203	-0.269282667
TMBIM1	0	0	0	0	0
TMED10	1.273051677	-1.249375118	-1.080008598	0	0
TMED9	0	1.658348842	2.027262949	0	0
TMEM109	-0.607710928	0	0	3.944366661	0
TMEM132A	0	1.478415341	0	0	0
TMEM214	0	0	0.913217372	0.722518313	0
TMEM237	0	0	0	0	-2.121370681
TMEM263	0.094688228	0.804064102	0	1.136453451	-2.042950464
TMF1	-0.034449206	-1.005716555	-0.122972775	0.372687186	0.115230828
TMOD3	-0.056796373	-0.222683104	0.028251086	0.208883256	0.010834039
TMPO	0	1.360866454	0.052684639	0.167096865	0.953149548
TMSB10	0.044000645	-0.179582118	-0.371015071	-0.232787197	0.025139983
TMX1	0.596534261	0.029753973	1.480138284	0.361004766	-0.251598076
TNC	0	0	0	0	0
TNFAIP2	0	0.478837374	0.455858701	0	0
TNFRSF10A	0	0	0	0	0.082015712
TNIP1	0	1.381173888	0	0	-0.190805966
TNKS1BP1	-0.070685051	-0.450494777	-0.153237469	0.0414217	-0.032859363
TNNC1	0	0	-0.345332644	-0.959308003	0
TNPO1	0	0.265709184	1.197698625	0	0
TNRC6A	0	0	0	0	0
TNRC6B	0.114160517	0	-0.817150327	0.110334714	0.077280993
TNS3	0	-0.100287266	0	-1.141558512	0
TOLLIP	0	-1.297280688	0	0	0
TOM1	-0.444305834	0	0.352803644	0.22236977	1.425061895
TOM1L2	0	0	0.450102612	-1.808525374	0
TOMM22	-0.136263067	0.082164176	0.220716106	-2.489905487	1.493367065
TOMM34	-0.166525647	-0.29683228	-0.114075292	0.546644349	0.572106116
TOP1	0	0.078053644	0.359545386	1.180598064	-0.836045752
TOP2B	0	0.088605623	1.443375522	0.233589079	-0.205853931
TOR1AIP1	0	0	1.513010086	0.427001001	-0.977005291
TOR1AIP2	0	0	0	0.977139344	0
TOX4	-0.751171716	0	-0.237052138	2.175702915	0.208145826
TP53BP1	0.143022657	-0.673583282	-0.080003124	0.207732151	-0.089429947
TP53BP2	0	0	0	0	0
TPBG	0	-1.077345822	1.259646068	0.374478007	0
TPD52	-0.015526606	-0.541517282	-0.310058206	0.091932752	-0.138610727
TPD52L1	-0.497494164	0.463723018	-0.474658472	-0.09147882	0.429121061
TPD52L2	-0.248874495	-0.350280605	-0.352940091	0.105774724	-0.122499827
TPI1	0.043377518	-0.02334178	0.134102885	1.112115349	0.216456049
TPM1	-0.137876817	-0.464249139	-0.233914937	-0.221735188	-0.063475956
TPM4	-0.035500548	-0.561301609	-0.250392124	-0.179255297	-0.159962967
TPMT	0	0	0	0	0
TPP1	0	0.651865815	0.87817071	0	1.092619334
TPP2	0.137677931	0.361073158	1.486715825	0	0.735385252
TPPP	0	0	0	0	0
TPPP3	-0.279581962	0	0	0	0
TPR	-0.300412075	-0.286408292	-0.08657807	0.57251283	-0.058970207
TPRN	0	0	0	0.216452939	0
TPT1	0.184753936	-0.456048391	-0.222170339	0.442292231	0.321271375
TRA2A	0	0	0	0	1.38752288
TRA2B	0.244894409	0.77736991	0.172526668	1.846364119	-0.880873242
TRAFD1	-0.340422978	-1.162229496	-0.485614514	-0.037404094	-0.317322615
TRAP1	0.320505439	0.226645188	0.656331877	-2.404233416	0.955983102
TRAPPC3	0	0.73637207	0	0	0
TRIM24	0	0	0	0	0
TRIM25	-0.023887583	0.062580547	1.022705957	0.730128628	0
TRIM28	0.285154271	-0.000672434	0.075644292	0.929293191	0.414519033
TRIM29	0	0	0	0.622938908	0
TRIM44	0	-1.247496772	-1.977840348	-1.788567126	-0.039133607
TRIOBP	0	0.478786213	-0.702935733	0	0
TRIP10	0	0	0.108951889	1.04712086	-0.653960372
TRIP11	0	-1.335889128	-0.170214413	0.088595944	0.255055128
TRIP12	0	-0.277530338	0	0	0
TRIP6	0	-0.559343157	-0.217741432	0	-0.124480373
TRMT1	0	0	1.354973425	0	1.174828724
TRMT10C	0	0	1.090092412	0	-0.175457784
TRMT112	0	0.526852553	0	0	0.470998048
TRMT61A	0	0.929288498	0	0	1.951545969
TRNT1	0	0.689154333	0	0	0.595771373
TROVE2	0	0.442875358	0	1.210339456	0.892858775
TSC22D1	-1.05841125	0	0.60631851	1.012229978	1.858357098
TSC22D2	2.237905195	0.049151587	-1.563022632	0.423968238	-1.863733408
TSC22D4	-0.083653974	-0.759882309	-0.115471108	0.109190901	0.072761973
TSFM	0	0	0	0	2.157998876
TSN	0	0.281558805	0	0	-1.243758173
TSR1	0	1.440038238	0	0	0
TSR2	-0.163376464	-0.25707259	-0.401700583	-0.288849963	0.100507975
TSSC4	0.143830364	-1.966315693	-0.784323653	-0.140852441	0.00704481
TST	0	0	0	0	0
TSTA3	0	0.347180072	0.337425488	0	0.609362598
TSTD1	0	0	-0.181651936	0.370942333	-0.140448842
TTC1	-0.041415152	-0.409773067	-0.374122416	-0.116766919	-0.02326455
TTLL12	-0.099819016	-0.625893266	0.380545881	0	1.34824322
TUBB	0.223732219	0.305664117	0.309183521	0.379886325	1.131724354
TUBB2A	0	0.302720328	0.126834936	0	0
TUBB3	0	0.543230184	0.345277195	0	0
TUBB4A	0	0.393554724	0	0	0
TUBB4B	0.218671181	0.327816989	0.242926966	0.505143154	0.6849806
TUBB6	-1.960708994	0.190422231	0.285500366	0	0
TUFM	0.487478215	0.486854325	0.210988213	1.07402063	1.186679821
TUFT1	0	0.874301257	-0.254134813	0.162736245	-1.491409994
TWF1	0.981561947	0.267321963	0.251448884	0	0.537230417
TWF2	0	0.447568687	0.74084198	0	0
TXLNA	-0.245965016	-0.740719581	-0.437928586	0.10348529	-0.100670423
TXLNG	0	0	0	0	-0.858313614
TXN	-0.027183048	-0.137430902	0.084409303	0.50130291	-0.059369504
TXN2	0.340852485	0.379611546	0.329121161	1.046162177	0.142641609
TXNDC12	-0.086664678	-0.596750165	-0.002066644	0.350487067	0.108839255
TXNDC17	0.176055991	-0.236644656	-0.062383444	1.084859175	-0.05543682
TXNDC5	0.007522865	-0.246621367	-0.181710603	0.436210896	0.250124184
TXNDC9	0	-0.327778093	0	0	0
TXNL1	0.45167514	0.382825459	0	0.687150198	0.963447814
TYMS	0	1.017619921	0	0	0
U2AF1	0	0.577351938	0.141908189	0.903756414	-0.47221154
U2AF2	-0.054247832	0.340188175	0.482800893	0.254896241	1.140712595
U2SURP	-0.694633199	0.992944263	0.739281682	0.874385183	-0.368569755
UACA	0	0	0	0	0
UAP1	-1.334240531	0.223522507	0.687923344	0	0.979585985
UBA1	0.359987999	0.425339333	0.545677825	4.883587635	1.175724567
UBA2	-0.969195285	0.058391607	-0.195554393	0	0
UBA3	0	1.820374674	0	0	0
UBA5	0	0.153843362	0	0	0
UBA6	1.016127824	0.196579491	0.311150891	0	0.970629408
UBAC1	-0.434609414	0	0	0	0
UBAP1	0	-0.263633865	0.251788619	2.778129503	1.454967429
UBAP2	-0.056471168	-0.959460234	-0.367727446	-0.499219913	-0.136132307
UBAP2L	-0.146358233	-0.895123292	-0.358410269	-0.186891923	-0.017885274
UBE2C	0	-2.050255528	0	0	0
UBE2E2	0.183130165	0	0	0	0
UBE2G1	0	1.511767214	0	3.463429945	0.843740653
UBE2H	0	0.000927193	0.220409427	0	0
UBE2I	0	0.193469589	0	0	0
UBE2K	0.501391193	0.013072017	0	-2.601643254	0.15394534
UBE2L3	0.842680389	0.243754986	0.038929223	0.725518378	0.226740815
